ContactId,FirstName,LastName,FullName,DateOfBirth,Gender,Email,Telephone,City,Country,CreatedOn,LoyaltyTier,Income,CustomerSatisfaction
CUST_00092,Tiffany,Anderson,Tiffany Anderson,1989-08-03,Male,michaeltorres@hotmail.com,2342442299,Port Stephenport,VN,2024-06-19,low,65662.21651743504,high
CUST_00093,Keith,Jones,Keith Jones,1973-03-06,Male,deannacline@gmail.com,001-493-045-9818x1504,Douglasville,VN,2024-08-21,low,8867.429229135563,high
CUST_00094,Joseph,Mayer,Joseph Mayer,1959-10-28,Male,smullen@hotmail.com,239.857.9420x163,West Brendaville,VN,2021-12-30,medium,50232.97008705582,high
CUST_00095,Melissa,Mccarty,Melissa Mccarty,1982-12-08,Female,gabriellamedina@yahoo.com,528.977.7894x510,South Katherineport,VN,2023-12-18,high,45472.26618589339,medium
CUST_00096,Shane,Hughes,Shane Hughes,1973-04-08,Female,leelisa@yahoo.com,(479)939-5619,Alvarezfort,VN,2024-11-23,low,65412.606470201135,high
CUST_00097,Mia,Carr,Mia Carr,1972-02-06,Male,jeffreyarmstrong@hotmail.com,433-187-5357,East Erikmouth,VN,2022-05-09,low,60717.529098157545,medium
CUST_00098,Olivia,Lopez,Olivia Lopez,2005-05-16,Male,kevinsmith@yahoo.com,471.695.6860x177,Aaronfort,VN,2023-02-03,medium,67551.31026275762,high
CUST_00099,Jonathan,Kane,Jonathan Kane,1977-06-14,Male,nsanchez@hotmail.com,(260)823-0074x629,South Jose,VN,2023-01-25,low,4052.7412916787907,low
CUST_00100,Randy,Torres,Randy Torres,1963-09-25,Female,darrengreen@yahoo.com,(188)222-2615x769,Johnsonshire,VN,2023-11-20,medium,79978.26084303205,high
CUST_00101,Michael,Harding,Michael Harding,1978-05-03,Male,marshallanthony@hotmail.com,001-408-432-3752x31953,New Robinburgh,VN,2023-08-12,medium,58911.3049935323,high
CUST_00102,Craig,Johnson,Craig Johnson,1993-03-11,Male,sarajordan@hotmail.com,719-779-8053,West Sandrabury,VN,2024-03-31,low,37691.8984188772,medium
CUST_00103,Angel,Johnson,Angel Johnson,1962-01-01,Male,samuel58@ross.biz,497.603.4166x720,South Meghanfort,VN,2024-11-18,low,18956.52897362035,high
CUST_00104,Kim,Russell,Kim Russell,1957-02-13,Female,fmartinez@wiley.net,(630)713-4682x580,New Danielleport,VN,2024-08-03,medium,30578.52928852872,medium
CUST_00105,Rachel,Haynes,Rachel Haynes,2000-04-30,Female,zolson@gmail.com,5938020761,Sydneyfurt,VN,2021-04-13,low,39668.22365275409,high
CUST_00106,Craig,Oneill,Craig Oneill,1987-05-06,Female,jonathan30@yahoo.com,838-470-1154x8908,Port Marvinmouth,VN,2024-10-28,high,45496.82658563539,high
CUST_00107,Brian,Brown,Brian Brown,1968-02-27,Female,alisonstuart@yahoo.com,(586)409-4052x22462,Reevesmouth,VN,2023-04-16,medium,48426.60407959798,high
CUST_00108,Randy,Benjamin,Randy Benjamin,1968-12-12,Male,walljennifer@hotmail.com,001-601-374-2870x11899,Rodrigueztown,VN,2021-09-13,medium,50763.83545421678,high
CUST_00109,Cody,Graham,Cody Graham,2001-07-03,Male,brandon43@roberts-morgan.com,329.818.7417x312,Phillipsshire,VN,2022-10-30,high,50529.30583149149,high
CUST_00110,Linda,Parrish,Linda Parrish,1989-06-11,Female,lozanobrandon@brown-johnson.info,101.148.8424,Ayalashire,VN,2024-04-10,medium,33202.79147267939,high
CUST_00111,Charles,Brown,Charles Brown,1997-06-07,Male,rebeccapaul@turner.com,+1-741-132-8428x64200,Davidfurt,VN,2021-02-24,medium,45153.36563123159,high
CUST_00112,Michele,Johnson,Michele Johnson,1982-05-14,Male,qmorris@wilson.com,545.502.5717x60146,North Kevin,VN,2023-07-10,low,50900.67591754626,high
CUST_00113,Nicholas,Matthews,Nicholas Matthews,1994-11-03,Male,kaitlin91@lambert-turner.com,+1-679-500-6254,Derekbury,VN,2022-06-27,medium,38369.70421185528,high
CUST_00114,Gary,Weaver,Gary Weaver,2006-06-29,Male,kscott@kelley-mcmahon.com,(816)904-5459,Port Alexander,VN,2021-03-24,low,38353.453230346124,high
CUST_00115,David,Franco,David Franco,1980-11-06,Male,kyle85@hotmail.com,+1-410-768-6089,Schmidtfurt,VN,2023-02-14,low,19103.070913045594,high
CUST_00116,Nicholas,Kim,Nicholas Kim,1999-05-20,Male,blakehughes@kelly.com,(527)538-3635x5998,South Heidishire,VN,2024-01-29,low,12923.73858711999,medium
CUST_00117,Russell,Soto,Russell Soto,1968-07-29,Male,lealbert@gmail.com,125.066.0728x757,Susanside,VN,2024-06-12,low,56720.40317466375,medium
CUST_00118,Faith,Harrington,Faith Harrington,1976-02-02,Female,brookechung@yahoo.com,001-151-425-6219x09344,Port Jennifer,VN,2021-11-22,low,72052.70756276291,high
CUST_00119,Christopher,Potter,Christopher Potter,2000-10-10,Male,anitathompson@yahoo.com,001-131-750-9080x0600,Barryburgh,VN,2023-11-05,high,49349.02545665394,medium
CUST_00120,Ryan,Wright,Ryan Wright,1971-09-02,Male,jacobconley@preston-chavez.biz,(094)094-8954x792,Collinshaven,VN,2023-11-29,low,24451.456105460813,medium
CUST_00121,Jeremy,Kline,Jeremy Kline,1970-06-18,Male,jeffreydavis@reeves.org,756-431-6294,East Raven,VN,2023-10-25,medium,44150.609787404275,medium
CUST_00122,Eric,Norman,Eric Norman,1970-01-16,Female,robertlindsey@austin.biz,933-993-4925x8870,West Aaronmouth,VN,2023-10-07,low,41763.12985582398,high
CUST_00123,Anita,Hayes,Anita Hayes,1989-10-25,Male,pmueller@hess.info,001-914-869-9600x719,Robertmouth,VN,2021-12-18,low,40048.19534233458,high
CUST_00124,James,Mckenzie,James Mckenzie,1980-08-17,Female,qgutierrez@hotmail.com,001-491-260-4432x569,Kellyfort,VN,2024-04-05,high,73907.17484094962,low
CUST_00125,Meghan,Thomas,Meghan Thomas,1991-12-26,Female,patricia80@gmail.com,447-622-3819,South Carolyn,VN,2021-01-08,high,9507.809591412508,high
CUST_00126,Allen,Stone,Allen Stone,1975-04-24,Female,olivermichael@evans.org,+1-359-622-8540x6782,Dayborough,VN,2022-06-22,low,31526.351914936415,high
CUST_00127,Rebekah,Cisneros,Rebekah Cisneros,1999-05-02,Female,scottchen@gmail.com,472.556.0302,New Alexanderfurt,VN,2024-02-21,medium,43907.46305596212,high
CUST_00128,Barry,Taylor,Barry Taylor,1980-01-12,Female,tracy17@torres-mitchell.com,(850)406-1880,Stevenmouth,VN,2023-03-10,low,22437.644714489597,high
CUST_00129,Alicia,Myers,Alicia Myers,1979-05-15,Male,jenniferclarke@yahoo.com,(540)604-3782,Port Daniel,VN,2023-08-30,medium,60720.44986466123,low
CUST_00130,Seth,Sims,Seth Sims,1987-03-16,Female,vargasbrent@johnston-smith.info,(925)667-3490x900,Katherinefort,VN,2024-05-23,low,44011.52951703678,medium
CUST_00131,Kelly,Dyer,Kelly Dyer,1959-03-20,Male,eroth@yahoo.com,817.674.9976x797,Frenchville,VN,2023-06-17,medium,17035.85864264877,high
CUST_00132,Kyle,Lee,Kyle Lee,2005-08-05,Male,suesanchez@gmail.com,418.920.9144,Brookshaven,VN,2023-08-16,low,28217.29611769943,medium
CUST_00133,Todd,Davis,Todd Davis,2006-10-30,Male,smithdavid@yahoo.com,187-308-5584x6528,Coxmouth,VN,2023-12-04,low,39495.68549015282,medium
CUST_00134,Justin,Martinez,Justin Martinez,1993-09-29,Male,cameron51@yahoo.com,(013)530-8071,North John,VN,2023-05-06,low,9692.862182731624,high
CUST_00135,Ashley,Simmons,Ashley Simmons,1966-03-22,Female,bgillespie@gmail.com,(028)250-1505,Cassandrafurt,VN,2024-06-26,medium,48163.22846887845,high
CUST_00136,Shannon,Clark,Shannon Clark,1987-03-04,Female,adamchavez@gmail.com,001-512-761-2863x51614,West Michaelhaven,VN,2023-06-08,low,30957.336822694902,high
CUST_00137,Jennifer,Higgins,Jennifer Higgins,1966-07-17,Female,aprilbass@yahoo.com,(555)355-3969x772,East Laura,VN,2022-03-04,low,41365.0727343684,medium
CUST_00138,Kenneth,Medina,Kenneth Medina,1960-03-25,Male,mary70@martinez.com,001-468-959-6089,Reginaside,VN,2022-08-09,low,10837.25039177109,medium
CUST_00139,Krista,Jackson,Krista Jackson,1976-02-18,Male,anthony08@martinez.net,615.072.5897x7404,New Jessica,VN,2022-10-28,low,68512.94887338325,low
CUST_00140,Ann,Santos,Ann Santos,1986-05-18,Female,christopherrose@cordova.com,+1-451-430-9128,Bishophaven,VN,2024-03-20,low,72050.93769623475,low
CUST_00141,Lorraine,Gates,Lorraine Gates,1999-12-17,Male,michael59@bautista.com,001-042-461-7882x69602,Montgomerymouth,VN,2022-12-28,low,56666.03260221446,high
CUST_00142,Jeffrey,Simon,Jeffrey Simon,1982-07-15,Female,megancompton@yahoo.com,784-327-2670x159,East Adamville,VN,2022-08-19,low,77649.2233622034,high
CUST_00143,Deanna,Whitaker,Deanna Whitaker,1975-02-21,Female,brittany59@newman.com,871.350.5520x703,North Donnastad,VN,2021-10-13,high,40787.6560029264,high
CUST_00144,Rita,Parsons,Rita Parsons,2002-07-17,Female,kimberlywilliams@travis.biz,564.433.6710,New Kathleenstad,VN,2022-02-21,high,45870.742762072594,high
CUST_00145,Christian,Jones,Christian Jones,1973-12-27,Male,joshuabowers@anderson.com,+1-756-793-7706x6612,Armstrongside,VN,2023-11-14,medium,18790.97213150835,high
CUST_00146,Jennifer,Bradley,Jennifer Bradley,1972-09-30,Female,amandascott@johnston-welch.org,+1-955-796-5149x468,Port Christopherview,VN,2022-10-26,low,42085.99915870304,medium
CUST_00147,Monica,Torres,Monica Torres,1986-10-09,Male,morrisondavid@hotmail.com,383.183.4884,Pricehaven,VN,2022-10-14,medium,62119.021611098586,low
CUST_00148,Yvonne,Stone,Yvonne Stone,1976-08-31,Female,shawnfernandez@osborne.net,543-105-6662x422,Bakerfort,VN,2024-11-07,low,40047.787842820944,high
CUST_00149,Hannah,Johnson,Hannah Johnson,1991-11-16,Male,yolandapowers@dixon-cox.com,(242)501-3498,Russellborough,VN,2022-08-26,low,37978.63386087067,high
CUST_00150,Devin,Gray,Devin Gray,1978-02-21,Female,phampatricia@lin.net,795.030.5105x0949,Gonzalesstad,VN,2021-08-16,high,27821.24606305367,high
CUST_00151,Jennifer,Thomas,Jennifer Thomas,1995-01-24,Male,aprilrasmussen@jackson.com,591-027-4897x5243,Trevinofurt,VN,2022-03-29,low,3208.739254903385,medium
CUST_00152,Patrick,Martinez,Patrick Martinez,1997-01-20,Male,gwheeler@miller.org,001-878-627-9221,North Pamela,VN,2023-07-24,low,34711.75038933968,medium
CUST_00153,Kristy,Kennedy,Kristy Kennedy,1969-07-23,Male,pamelahill@yahoo.com,+1-212-062-5528x0182,South Christopher,VN,2024-05-14,high,60440.038467251296,high
CUST_00154,Breanna,Dominguez,Breanna Dominguez,2007-05-19,Male,jacqueline49@gmail.com,137-983-7427x915,Lake Jeffrey,VN,2021-03-19,medium,75252.21517521991,medium
CUST_00155,John,Bender,John Bender,1969-08-01,Male,chelsea66@mckinney.info,(662)556-1802x158,New Bruce,VN,2022-04-24,high,58562.93440784834,low
CUST_00156,Leslie,Malone,Leslie Malone,2003-07-08,Male,pgordon@bates.com,001-602-448-7411x16796,Garyport,VN,2024-11-17,low,64235.583013211544,medium
CUST_00157,Holly,Bennett,Holly Bennett,1973-01-29,Female,stephanie67@johnson-miller.com,(872)212-2611,East William,VN,2021-10-24,medium,17353.183982687096,medium
CUST_00158,Stanley,Barnes,Stanley Barnes,1996-08-29,Female,walkertom@carpenter-thompson.com,234-862-9773x47492,Aaronborough,VN,2023-10-30,medium,30629.94727750969,high
CUST_00159,Alec,James,Alec James,1990-08-31,Male,lynnrivera@white.com,+1-776-079-6487x33492,Lake Jeffreyhaven,VN,2022-10-11,medium,37800.04230002602,high
